word,pinyin,definition
多少,duo1 shao3,number/amount/somewhat
或多或少,huo4 duo1 huo4 shao3,more or less
少年,shao4 nian2,early youth/youngster/(literary) youth/young man
少不了,shao3 bu5 liao3,cannot do without/to be unavoidable/are bound to be many
少女,shao4 nu:3,girl/young lady
少儿,shao4 er2,child
不少,bu4 shao3,many/a lot/not few
少见,shao3 jian4,rare; seldom seen/(formal) it's a rare pleasure to see you
少有,shao3 you3,rare/infrequent
报名,bao4 ming2,to sign up/to enter one's name/to apply/to register/to enroll/to enlist
海报,hai3 bao4,poster/playbill/notice
报到,bao4 dao4,to report for duty/to check in/to register
上报,shang4 bao4,to report to one's superiors/to appear in the news/to reply to a letter
报道,bao4 dao4,"to report (news)/report/CL:篇[pian1],份[fen4]"
回报,hui2 bao4,(in) return/reciprocation/payback/retaliation/to report back/to reciprocate
通报,tong1 bao4,to inform/to notify/to announce/circular/bulletin/(scientific) journal
电报,dian4 bao4,"telegram/cable/telegraph/CL:封[feng1],份[fen4]"
日报,ri4 bao4,daily newspaper
情报,qing2 bao4,information/intelligence
成才,cheng2 cai2,to make sth of oneself/to become a person who is worthy of respect
人才,ren2 cai2,talent/talented person/looks/attractive looks
天才,tian1 cai2,talent/gift/genius/talented/gifted
才能,cai2 neng2,talent/ability/capacity
口才,kou3 cai2,eloquence
结实,jie1 shi2,to bear fruit
结果,jie1 guo3,to bear fruit/CL:個|个[ge4]
总结,zong3 jie2,to sum up/to conclude/summary/résumé/CL:個|个[ge4]
结论,jie2 lun4,conclusion/verdict/CL:個|个[ge4]/to conclude/to reach a verdict
了结,liao3 jie2,to settle/to finish/to conclude/to wind up
结合,jie2 he2,to combine/to link/to integrate/binding/CL:次[ci4]
情结,qing2 jie2,complex (psychology)
反面,fan3 mian4,reverse side/backside/the other side (of a problem etc)/negative/bad
反过来,fan3 guo5 lai2,conversely/in reverse order/in an opposite direction
反正,fan3 zheng4,anyway/in any case/to come over from the enemy's side
反而,fan3 er2,on the contrary; instead
反问,fan3 wen4,to ask (a question) in reply/to answer a question with a question/rhetorical question
反应,fan3 ying4,to react/to respond/reaction/response/reply/chemical reaction/CL:個|个[ge4]
相反,xiang1 fan3,opposite/contrary
反对,fan3 dui4,to fight against/to oppose/to be opposed to/opposition
反常,fan3 chang2,unusual/abnormal
受过,shou4 guo4,to take the blame (for sb else)
受不了,shou4 bu4 liao3,unbearable/unable to endure/can't stand
经受,jing1 shou4,to undergo (hardship)/to endure/to withstand
受到,shou4 dao4,"to receive (praise, an education, punishment etc)/to be ...ed (praised, educated, punished etc)"
受理,shou4 li3,to accept to hear a case/to handle (a service)
一目了然,yi1 mu4 liao3 ran2,obvious at a glance (idiom)
目的,mu4 di4,purpose; aim; goal; target; objective/CL:個|个[ge4]
题目,ti2 mu4,subject/title/topic/CL:個|个[ge4]
目的地,mu4 di4 di4,destination (location)
目中无人,mu4 zhong1 wu2 ren2,to consider everyone else beneath one (idiom); so arrogant that no-one else matters/condescending/to go about with one's nose in the air
心目,xin1 mu4,mind
目前,mu4 qian2,at the present time/currently
数目,shu4 mu4,amount/number
太平,Tai4 ping2,place name
老太太,lao3 tai4 tai5,elderly lady (respectful)/esteemed mother/CL:位[wei4]
太太,tai4 tai5,"married woman/Mrs./Madam/wife/CL:個|个[ge4],位[wei4]"
能量,neng2 liang4,energy/capabilities
分量,fen1 liang4,(vector) component
正能量,zheng4 neng2 liang4,positive energy/positivity
数量,shu4 liang4,amount/quantity/CL:個|个[ge4]/quantitative
产量,chan3 liang4,output
打量,da3 liang5,to size sb up/to look sb up and down/to take the measure of/to suppose/to reckon
重量,zhong4 liang4,weight/CL:個|个[ge4]
力量,li4 liang5,power/force/strength
工作量,gong1 zuo4 liang4,workload/volume of work
少量,shao3 liang4,a smidgen/a little bit/a few
海量,hai3 liang4,huge volume
大量,da4 liang4,great amount/large quantity/bulk/numerous/generous/magnanimous
总量,zong3 liang4,total/overall amount
再三,zai4 san1,over and over again/again and again
再见,zai4 jian4,goodbye/see you again later
再也,zai4 ye3,(not) any more
不再,bu4 zai4,no more/no longer
一再,yi1 zai4,repeatedly
再现,zai4 xian4,to recreate/to reconstruct (a historical relic)
再生,zai4 sheng1,to be reborn/to regenerate/to be a second so-and-so (famous dead person)/recycling/regeneration
再度,zai4 du4,once more; once again; one more time
再次,zai4 ci4,one more time/again/one more/once again
再说,zai4 shuo1,to say again/to put off a discussion until later/moreover/what's more/besides
感动,gan3 dong4,to move (sb)/to touch (sb emotionally)/moving
感想,gan3 xiang3,"impressions/reflections/thoughts/CL:通[tong4],個|个[ge4]"
感人,gan3 ren2,touching/moving
同感,tong2 gan3,(have the) same feeling/similar impression/common feeling
好感,hao3 gan3,good opinion/favorable impression
感受,gan3 shou4,to sense/perception/to feel (through the senses)/to experience/a feeling/an impression/an experience
口感,kou3 gan3,mouthfeel; texture (of food)
感到,gan3 dao4,to feel; to sense; to perceive
情感,qing2 gan3,feeling/emotion/to move (emotionally)
感情,gan3 qing2,"emotion/sentiment/affection/feelings between two persons/CL:個|个[ge4],種|种[zhong3]"
感性,gan3 xing4,perception/perceptual/sensibility/sensitive/emotional/sentimental
反感,fan3 gan3,to be disgusted with/to dislike/bad reaction/antipathy
动感,dong4 gan3,sense of movement (often in a static work of art)/dynamic/vivid/lifelike
建成,jian4 cheng2,to establish/to build
建立,jian4 li4,to establish/to set up/to found
重建,chong2 jian4,to rebuild/to reestablish/reconstruction/rebuilding
公务员,gong1 wu4 yuan2,functionary/office-bearer
义务,yi4 wu4,duty/obligation/CL:項|项[xiang4]/volunteer (work etc)
事务所,shi4 wu4 suo3,office/firm
任务,ren4 wu5,"mission; assignment; task; duty; role/CL:項|项[xiang4],個|个[ge4]"
家务,jia1 wu4,household duties/housework
公务,gong1 wu4,official business
事务,shi4 wu4,"(political, economic etc) affairs/work/transaction (as in a computer database)"
业务,ye4 wu4,business/professional work/service/CL:項|项[xiang4]
务实,wu4 shi2,pragmatic/dealing with concrete issues
做生意,zuo4 sheng1 yi4,to do business
做法,zuo4 fa3,way of handling sth/method for making/work method/recipe/practice/CL:個|个[ge4]
定做,ding4 zuo4,to have something made to order
做到,zuo4 dao4,to accomplish/to achieve
接见,jie1 jian4,to receive sb/to grant an interview
接到,jie1 dao4,to receive (letter etc)
接力,jie1 li4,relay
接着,jie1 zhe5,to catch and hold on/to continue/to go on to do sth/to follow/to carry on/then/after that/subsequently/to proceed/to ensue/in turn/in one's turn
接下来,jie1 xia4 lai2,to accept/to take/next/following
接手,jie1 shou3,to take over (duties etc)/catcher (baseball etc)
接受,jie1 shou4,to accept/to receive
接通,jie1 tong1,to connect/to put through
间接,jian4 jie1,indirect
必然,bi4 ran2,inevitable/certain/necessity
不必,bu4 bi4,need not/does not have to/not necessarily
必不可少,bi4 bu4 ke3 shao3,absolutely necessary/indispensable/essential
务必,wu4 bi4,must/to need to/to be sure to
必将,bi4 jiang1,inevitably
必要,bi4 yao4,necessary/essential/indispensable/required
何必,he2 bi4,there is no need/why should
必定,bi4 ding4,to be bound to/to be sure to
战场,zhan4 chang3,battlefield/CL:個|个[ge4]
机场,ji1 chang3,"airport; airfield/(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship/CL:家[jia1],處|处[chu4]"
上场,shang4 chang3,on stage/to go on stage/to take the field
现场,xian4 chang3,"the scene (of a crime, accident etc)/(on) the spot/(at) the site"
在场,zai4 chang3,to be present/to be on the scene
走过场,zou3 guo4 chang3,to go through the motions
出场,chu1 chang3,(of a performer) to come onto the stage to perform/(of an athlete) to enter the arena to compete/(fig.) to enter the scene (e.g. a new product)/(of an examinee etc) to leave the venue
场面,chang3 mian4,scene/spectacle/occasion/situation
开场,kai1 chang3,to begin/to open/to start/beginning of an event
全场,quan2 chang3,everyone present/the whole audience/across-the-board/unanimously/whole duration (of a competition or match)
场合,chang3 he2,situation/occasion/context/setting/location/venue
会场,hui4 chang3,meeting place/place where people gather/CL:個|个[ge4]
当场,dang1 chang3,at the scene/on the spot
下场,xia4 chang3,"to leave (the stage, an exam room, the playing field etc)/to take part in some activity/to take an examination (in the imperial examination system)"
立场,li4 chang3,position/standpoint/CL:個|个[ge4]
入场,ru4 chang3,"to enter the venue for a meeting/to enter into an examination/to enter a stadium, arena etc"
场地,chang3 di4,space/site/place/sports pitch
场所,chang3 suo3,location/place
进场,jin4 chang3,to enter the venue/to enter the arena/(aviation) to approach the airfield/(investing) to get into the market
条件,tiao2 jian4,condition; circumstance; term; factor/requirement; prerequisite; qualification/situation; state; condition/CL:個|个[ge4]
信件,xin4 jian4,letter (sent by mail)
文件,wen2 jian4,document/file/CL:份[fen4]
部件,bu4 jian4,part/component
无条件,wu2 tiao2 jian4,unconditional
事件,shi4 jian4,event/happening/incident/CL:個|个[ge4]
总计,zong3 ji4,(grand) total
会计,kuai4 ji4,accountant/accountancy/accounting
合计,he2 ji4,to add up the total/to figure what sth amounts to/to consider
计时,ji4 shi2,to measure time/to time/to reckon by time
主管,zhu3 guan3,in charge/responsible for/person in charge/manager
管理,guan3 li3,to supervise/to manage/to administer/management/administration/CL:個|个[ge4]
气管,qi4 guan3,windpipe/trachea/respiratory tract/air duct/gas pipe
水管,shui3 guan3,water pipe
不管,bu4 guan3,not to be concerned/regardless of/no matter
管教,guan3 jiao4,to discipline/to teach/to guarantee
管子,Guan3 zi3,"Guanzi or Guan Zhong 管仲 (-645 BC), famous politician of Qi 齊國|齐国 of Spring and Autumn period/Guanzi, classical book containing writings of Guan Zhong and his school"
管道,guan3 dao4,tubing/pipeline/(fig.) channel/means
管用,guan3 yong4,efficacious/useful
看管,kan1 guan3,to look after
只管,zhi3 guan3,"solely engrossed in one thing/just (one thing, no need to worry about the rest)/simply/by all means/please feel free/do not hesitate (to ask for sth)"
管家,guan3 jia1,(old) butler; steward/manager; administrator; housekeeper/to manage a household
长期,chang2 qi1,long term/long time/long range (of a forecast)
期中,qi1 zhong1,interim/midterm
下期,xia4 qi1,"next period (week, month or quarter etc)"
定期,ding4 qi1,at set dates/at regular intervals/periodic/limited to a fixed period of time/fixed term
中期,zhong1 qi1,"middle (of a period of time)/medium-term (plan, forecast etc)"
过期,guo4 qi1,to be overdue/to exceed the time limit/to expire (as in expiration date)
到期,dao4 qi1,to fall due (loan etc)/to expire (visa etc)/to mature (investment bond etc)
同期,tong2 qi1,the corresponding time period (in a different year etc)/concurrent/synchronous
期间,qi1 jian1,period of time/time/time period/period/CL:個|个[ge4]
上期,shang4 qi1,"previous period (week, month or quarter etc)"
后期,hou4 qi1,late stage/later period
本期,ben3 qi1,the current period/this term (usually in finance)
任期,ren4 qi1,term of office/CL:屆|届[jie4]/tenure (entire period in office)
为期,wei2 qi1,(to be done) by (a certain date)/lasting (a certain time)
长期以来,chang2 qi1 yi3 lai2,for a long time
活期,huo2 qi1,(banking) current (account)/checking (account)/demand (deposit etc)
学期,xue2 qi1,term/semester/CL:個|个[ge4]
时期,shi2 qi1,period/phase/CL:個|个[ge4]
日期,ri4 qi1,date/CL:個|个[ge4]
前期,qian2 qi1,preceding period/early stage
市长,shi4 zhang3,mayor
市场,shi4 chang3,marketplace/market (also in abstract)
市民,shi4 min2,city resident
上市,shang4 shi4,to hit the market (of a new product)/to float (a company on the stock market)
都市,du1 shi4,city/metropolis
直接,zhi2 jie1,direct (opposite: indirect 間接|间接[jian4 jie1])/immediate/straightforward
直到,zhi2 dao4,until
正直,zheng4 zhi2,upright/upstanding/honest
一直,yi1 zhi2,straight (in a straight line)/continuously; always; all the way through
美德,Mei3 De2,USA and Germany
道德,dao4 de2,virtue/morality/ethics/CL:種|种[zhong3]
合资,he2 zi1,joint venture
出资,chu1 zi1,to fund/to put money into sth/to invest
资本主义,zi1 ben3 zhu3 yi4,capitalism
资本,zi1 ben3,capital (economics)
工资,gong1 zi1,"wages; pay/CL:個|个[ge4],份[fen4]"
资产,zi1 chan3,property/assets
外资,wai4 zi1,foreign investment
物资,wu4 zi1,goods/supplies
命名,ming4 ming2,to give a name to/to dub/to christen/to designate/named after/naming
使命,shi3 ming4,mission/long-term task to which one devotes oneself/a calling
任命,ren4 ming4,to appoint/(job) appointment/CL:紙|纸[zhi3]
生命,sheng1 ming4,"life (as the characteristic of living beings)/living being/creature/CL:個|个[ge4],條|条[tiao2]"
性命,xing4 ming4,life
命题,ming4 ti2,"proposition (logic, math.)/to assign an essay topic"
要命,yao4 ming4,to cause sb's death/extremely; terribly/(used in complaining about sth) to be a nuisance
下山,xia4 shan1,to go down a hill/(of the sun or moon) to set
高山,gao1 shan1,high mountain; alpine mountain
出山,chu1 shan1,to leave the mountain (of a hermit)/to come out of obscurity to a government job/to take a leading position
资金,zi1 jin1,funds; capital
现金,xian4 jin1,cash
美金,Mei3 jin1,US dollar/USD
金子,Jin1 zi3,Kaneko (Japanese surname)
定金,ding4 jin1,down payment/advance payment
指定,zhi3 ding4,to appoint/to assign/to indicate clearly and with certainty/designated
指数,zhi3 shu4,"(numerical, statistical) index/(math.) exponent/index/exponential (function, growth)"
指教,zhi3 jiao4,to give advice or comments
指出,zhi3 chu1,to indicate/to point out
指头,zhi3 tou5,finger/toe/CL:個|个[ge4]
手指,shou3 zhi3,"finger/CL:個|个[ge4],隻|只[zhi1]"
指点,zhi3 dian3,to point out/to indicate/to give directions/to show how (to do sth)/to censure/to pick at
指向,zhi3 xiang4,to point towards/aimed at/facing/the direction indicated
克制,ke4 zhi4,to restrain/to control/restraint/self-control
许多,xu3 duo1,many/a lot of/much
许可,xu3 ke3,to allow/to permit
也许,ye3 xu3,perhaps/maybe
或许,huo4 xu3,perhaps; maybe
不许,bu4 xu3,not to allow/must not/can't
统计,tong3 ji4,statistics/to count/to add up
系统,xi4 tong3,system/CL:個|个[ge4]
统一,tong3 yi1,to unify; to integrate/unified; integrated
总统,zong3 tong3,"president (of a country)/CL:個|个[ge4],位[wei4],名[ming2],屆|届[jie4]"
统统,tong3 tong3,totally
开发区,kai1 fa1 qu1,development zone
